Date,Division,Confirmed Cases,Deaths,Case Rate,Death Rate
2020-08-10,Chittagong,381,39,18.0,1.3
2020-08-10,Dhaka,1452,39,21.0,1.3
2020-08-10,Khulna,262,39,32.0,1.3
2020-08-10,Mymensingh,104,39,20.0,1.3
2020-08-10,Rajshahi,243,39,23.0,1.3
2020-08-10,Rangpur,143,39,29.0,1.3
2020-08-10,Sylhet,171,39,22.0,1.3
2020-08-11,Barisal,76,33,22.0,1.1
2020-08-11,Chittagong,416,33,20.0,1.1
2020-08-11,Dhaka,1317,33,22.0,1.1
2020-08-11,Khulna,305,33,36.0,1.1
2020-08-11,Mymensingh,71,33,15.0,1.1
2020-08-11,Rajshahi,284,33,15.0,1.1
2020-08-11,Rangpur,98,33,26.0,1.1
2020-08-11,Sylhet,149,33,24.0,1.1
2020-08-12,Barisal,78,42,23.0,1.4
2020-08-12,Chittagong,300,42,15.0,1.4
2020-08-12,Dhaka,1201,42,20.0,1.4
2020-08-12,Khulna,276,42,35.0,1.4
2020-08-12,Mymensingh,70,42,19.0,1.4
2020-08-12,Rajshahi,193,42,19.0,1.4
2020-08-12,Rangpur,154,42,16.0,1.4
2020-08-12,Sylhet,140,42,26.0,1.4
2020-08-13,Barisal,74,44,20.0,1.7
2020-08-13,Chittagong,412,44,18.0,1.7
2020-08-13,Dhaka,1286,44,19.0,1.7
2020-08-13,Khulna,186,44,31.0,1.7
2020-08-13,Mymensingh,81,44,20.0,1.7
2020-08-13,Rajshahi,244,44,22.0,1.7
2020-08-13,Rangpur,154,44,34.0,1.7
2020-08-13,Sylhet,120,44,21.0,1.7
2020-08-14,Barisal,85,34,25.0,1.2
2020-08-14,Chittagong,281,34,13.0,1.2
2020-08-14,Dhaka,995,34,26.0,1.2
2020-08-14,Khulna,251,34,30.0,1.2
2020-08-14,Mymensingh,68,34,19.0,1.2
2020-08-14,Rajshahi,247,34,23.0,1.2
2020-08-14,Rangpur,152,34,33.0,1.2
2020-08-14,Sylhet,56,34,12.0,1.2
2020-08-15,Barisal,45,34,21.0,1.3
2020-08-15,Chittagong,237,34,18.0,1.3
2020-08-15,Dhaka,923,34,22.0,1.3
2020-08-15,Khulna,193,34,31.0,1.3
2020-08-15,Mymensingh,22,34,11.0,1.3
2020-08-15,Rajshahi,205,34,19.0,1.3
2020-08-15,Rangpur,316,34,19.0,1.3
2020-08-15,Sylhet,73,34,16.0,1.3
2020-08-16,Barisal,51,32,19.0,1.6
2020-08-16,Chittagong,298,32,17.0,1.6
2020-08-16,Dhaka,1119,32,21.0,1.6
2020-08-16,Khulna,204,32,31.0,1.6
2020-08-16,Mymensingh,62,32,18.0,1.6
2020-08-16,Rajshahi,311,32,22.0,1.6
2020-08-16,Rangpur,111,32,29.0,1.6
2020-08-16,Sylhet,75,32,21.0,1.6
2020-08-17,Barisal,74,37,20.0,1.4
2020-08-17,Chittagong,390,37,16.0,1.4
2020-08-17,Dhaka,1316,37,20.0,1.4
2020-08-17,Khulna,256,37,33.0,1.4
2020-08-17,Mymensingh,57,37,16.0,1.4
2020-08-17,Rajshahi,219,37,22.0,1.4
2020-08-17,Rangpur,152,37,30.0,1.4
2020-08-17,Sylhet,91,37,18.0,1.4
2020-08-18,Barisal,68,46,20.0,1.4
2020-08-18,Chittagong,330,46,14.0,1.4
2020-08-18,Dhaka,1374,46,23.0,1.4
2020-08-18,Khulna,180,46,24.0,1.4
2020-08-18,Mymensingh,38,46,10.0,1.4
2020-08-18,Rajshahi,210,46,13.0,1.4
2020-08-18,Rangpur,142,46,29.0,1.4
2020-08-18,Sylhet,161,46,23.0,1.4
2020-08-19,Barisal,89,41,23.0,1.5
2020-08-19,Chittagong,321,41,13.0,1.5
2020-08-19,Dhaka,1353,41,21.0,1.5
2020-08-19,Khulna,274,41,28.0,1.5
2020-08-19,Mymensingh,56,41,14.0,1.5
2020-08-19,Rajshahi,221,41,20.0,1.5
2020-08-19,Rangpur,150,41,22.0,1.5
2020-08-19,Sylhet,101,41,18.0,1.5
2020-08-20,Barisal,58,41,19.0,1.4
2020-08-20,Chittagong,299,41,13.0,1.4
2020-08-20,Dhaka,1202,41,21.0,1.4
2020-08-20,Khulna,164,41,30.0,1.4
2020-08-20,Mymensingh,58,41,12.0,1.4
2020-08-20,Rajshahi,213,41,12.0,1.4
2020-08-20,Rangpur,128,41,23.0,1.4
2020-08-20,Sylhet,133,41,23.0,1.4
2020-08-21,Barisal,73,39,25.0,1.6
2020-08-21,Chittagong,240,39,14.0,1.6
2020-08-21,Dhaka,869,39,23.0,1.6
2020-08-21,Khulna,360,39,20.0,1.6
2020-08-21,Mymensingh,54,39,15.0,1.6
2020-08-21,Rajshahi,187,39,10.0,1.6
2020-08-21,Rangpur,127,39,38.0,1.6
2020-08-21,Sylhet,123,39,21.0,1.6
2020-08-22,Barisal,33,46,22.0,2.0
2020-08-22,Chittagong,228,46,19.0,2.0
2020-08-22,Dhaka,1080,46,21.0,2.0
2020-08-22,Khulna,218,46,26.0,2.0
2020-08-22,Mymensingh,47,46,16.0,2.0
2020-08-22,Rajshahi,173,46,12.0,2.0
2020-08-22,Rangpur,144,46,29.0,2.0
2020-08-22,Sylhet,57,46,21.0,2.0
2020-08-23,Barisal,39,34,13.0,1.7
2020-08-23,Chittagong,344,34,16.0,1.7
2020-08-23,Dhaka,1179,34,21.0,1.7
2020-08-23,Khulna,307,34,27.0,1.7
2020-08-23,Mymensingh,35,34,13.0,1.7
2020-08-23,Rajshahi,195,34,19.0,1.7
2020-08-23,Rangpur,119,34,23.0,1.7
2020-08-23,Sylhet,113,34,24.0,1.7
2020-08-24,Barisal,93,42,24.0,1.7
2020-08-24,Chittagong,291,42,14.0,1.7
2020-08-24,Dhaka,1219,42,20.0,1.7
2020-08-24,Khulna,174,42,27.0,1.7
2020-08-24,Mymensingh,45,42,11.0,1.7
2020-08-24,Rajshahi,184,42,14.0,1.7
2020-08-24,Rangpur,126,42,24.0,1.7
2020-08-24,Sylhet,96,42,14.0,1.7
2020-08-25,Barisal,59,45,17.0,1.8
2020-08-25,Chittagong,234,45,12.0,1.8
2020-08-25,Dhaka,1166,45,20.0,1.8
2020-08-25,Khulna,212,45,29.0,1.8
2020-08-25,Mymensingh,30,45,8.0,1.8
2020-08-25,Rajshahi,225,45,14.0,1.8
2020-08-25,Rangpur,140,45,29.0,1.8
2020-08-25,Sylhet,138,45,21.0,1.8
2020-08-26,Barisal,84,54,22.0,2.1
2020-08-26,Chittagong,248,54,10.0,2.1
2020-08-26,Dhaka,1173,54,19.0,2.1
2020-08-26,Khulna,226,54,27.0,2.1
2020-08-26,Mymensingh,24,54,8.0,2.1
2020-08-26,Rajshahi,163,54,12.0,2.1
2020-08-26,Rangpur,139,54,28.0,2.1
2020-08-26,Sylhet,85,54,18.0,2.1
2020-08-27,Barisal,62,45,18.0,1.8
2020-08-27,Chittagong,287,45,13.0,1.8
2020-08-27,Dhaka,1122,45,18.0,1.8
2020-08-27,Khulna,204,45,26.0,1.8
2020-08-27,Mymensingh,41,45,10.0,1.8
2020-08-27,Rajshahi,182,45,21.0,1.8
2020-08-27,Rangpur,102,45,20.0,1.8
2020-08-27,Sylhet,125,45,24.0,1.8
2020-08-28,Barisal,71,47,21.0,2.1
2020-08-28,Chittagong,194,47,10.0,2.1
2020-08-28,Dhaka,751,47,23.0,2.1
2020-08-28,Khulna,252,47,31.0,2.1
2020-08-28,Mymensingh,57,47,19.0,2.1
2020-08-28,Rajshahi,183,47,11.0,2.1
2020-08-28,Rangpur,131,47,28.0,2.1
2020-08-28,Sylhet,97,47,20.0,2.1
2020-08-29,Barisal,17,32,10.0,1.5
2020-08-29,Chittagong,203,32,13.0,1.5
2020-08-29,Dhaka,1195,32,19.0,1.5
2020-08-29,Khulna,163,32,24.0,1.5
2020-08-29,Mymensingh,46,32,13.0,1.5
2020-08-29,Rajshahi,123,32,15.0,1.5
2020-08-29,Rangpur,98,32,19.0,1.5
2020-08-29,Sylhet,54,32,17.0,1.5
2020-08-30,Barisal,74,42,23.0,2.2
2020-08-30,Chittagong,189,42,11.0,2.2
2020-08-30,Dhaka,1008,42,20.0,2.2
2020-08-30,Khulna,156,42,22.0,2.2
2020-08-30,Mymensingh,41,42,19.0,2.2
2020-08-30,Rajshahi,124,42,16.0,2.2
2020-08-30,Rangpur,189,42,26.0,2.2
2020-08-30,Sylhet,119,42,24.0,2.2
2020-08-31,Barisal,43,33,17.0,1.5
2020-08-31,Chittagong,230,33,13.0,1.5
2020-08-31,Dhaka,941,33,16.0,1.5
2020-08-31,Khulna,186,33,31.0,1.5
2020-08-31,Mymensingh,49,33,15.0,1.5
2020-08-31,Rajshahi,140,33,19.0,1.5
2020-08-31,Rangpur,217,33,21.0,1.5
2020-08-31,Sylhet,84,33,17.0,1.5
2020-09-01,Barisal,65,35,17.0,1.8
2020-09-01,Chittagong,281,35,11.0,1.8
2020-09-01,Dhaka,1244,35,18.0,1.8
2020-09-01,Khulna,191,35,24.0,1.8
2020-09-01,Mymensingh,42,35,14.0,1.8
2020-09-01,Rajshahi,135,35,15.0,1.8
2020-09-01,Rangpur,102,35,21.0,1.8
2020-09-01,Sylhet,74,35,15.0,1.8
2020-09-02,Barisal,45,35,12.0,1.4
2020-09-02,Chittagong,301,35,12.0,1.4
2020-09-02,Dhaka,1146,35,17.0,1.4
2020-09-02,Khulna,170,35,21.0,1.4
2020-09-02,Mymensingh,27,35,8.0,1.4
2020-09-02,Rajshahi,101,35,13.0,1.4
2020-09-02,Rangpur,143,35,25.0,1.4
2020-09-02,Sylhet,100,35,20.0,1.4
2020-09-03,Barisal,52,32,13.0,1.5
2020-09-03,Chittagong,183,32,9.0,1.5
2020-09-03,Dhaka,1181,32,17.0,1.5
2020-09-03,Khulna,141,32,19.0,1.5
2020-09-03,Mymensingh,42,32,13.0,1.5
2020-09-03,Rajshahi,198,32,16.0,1.5
2020-09-03,Rangpur,8,32,6.0,1.5
2020-09-03,Sylhet,98,32,14.0,1.5
2020-09-04,Barisal,46,29,13.0,1.5
2020-09-04,Chittagong,171,29,8.0,1.5
2020-09-04,Dhaka,842,29,20.0,1.5
2020-09-04,Khulna,157,29,23.0,1.5
2020-09-04,Mymensingh,35,29,14.0,1.5
2020-09-04,Rajshahi,101,29,14.0,1.5
2020-09-04,Rangpur,98,29,27.0,1.5
2020-09-04,Sylhet,94,29,16.0,1.5
2020-09-05,Barisal,31,35,10.0,1.8
2020-09-05,Chittagong,152,35,9.0,1.8
2020-09-05,Dhaka,954,35,16.0,1.8
2020-09-05,Khulna,134,35,22.0,1.8
2020-09-05,Mymensingh,23,35,8.0,1.8
2020-09-05,Rajshahi,90,35,9.0,1.8
2020-09-05,Rangpur,52,35,22.0,1.8
2020-09-05,Sylhet,86,35,19.0,1.8
2020-09-06,Barisal,56,32,14.0,2.0
2020-09-06,Chittagong,203,32,8.0,2.0
2020-09-06,Dhaka,1122,32,16.0,2.0
2020-09-06,Khulna,151,32,20.0,2.0
2020-09-06,Mymensingh,51,32,15.0,2.0
2020-09-06,Rajshahi,101,32,13.0,2.0
2020-09-06,Rangpur,38,32,14.0,2.0
2020-09-06,Sylhet,104,32,17.0,2.0
2020-09-07,Barisal,27,37,8.0,1.7
2020-09-07,Chittagong,215,37,8.0,1.7
2020-09-07,Dhaka,1001,37,15.0,1.7
2020-09-07,Khulna,143,37,19.0,1.7
2020-09-07,Mymensingh,26,37,8.0,1.7
2020-09-07,Rajshahi,138,37,15.0,1.7
2020-09-07,Rangpur,88,37,11.0,1.7
2020-09-07,Sylhet,81,37,13.0,1.7
2020-09-08,Barisal,35,36,7.0,1.9
2020-09-08,Chittagong,216,36,8.0,1.9
2020-09-08,Dhaka,925,36,15.0,1.9
2020-09-08,Khulna,102,36,20.0,1.9
2020-09-08,Mymensingh,29,36,7.0,1.9
2020-09-08,Rajshahi,95,36,8.0,1.9
2020-09-08,Rangpur,52,36,20.0,1.9
2020-09-08,Sylhet,58,36,12.0,1.9
2020-09-09,Barisal,30,41,6.0,2.2
2020-09-09,Chittagong,189,41,7.0,2.2
2020-09-09,Dhaka,1102,41,16.0,2.2
2020-09-09,Khulna,129,41,21.0,2.2
2020-09-09,Mymensingh,53,41,17.0,2.2
2020-09-09,Rajshahi,86,41,9.0,2.2
2020-09-09,Rangpur,71,41,10.0,2.2
2020-09-09,Sylhet,120,41,17.0,2.2
2020-09-10,Barisal,32,41,8.0,2.2
2020-09-10,Chittagong,126,41,5.0,2.2
2020-09-10,Dhaka,1002,41,14.0,2.2
2020-09-10,Khulna,151,41,23.0,2.2
2020-09-10,Mymensingh,43,41,10.0,2.2
2020-09-10,Rajshahi,153,41,13.0,2.2
2020-09-10,Rangpur,28,41,13.0,2.2
2020-09-10,Sylhet,94,41,13.0,2.2
2020-09-11,Barisal,37,34,11.0,1.9
2020-09-11,Chittagong,174,34,7.0,1.9
2020-09-11,Dhaka,618,34,15.0,1.9
2020-09-11,Khulna,86,34,16.0,1.9
2020-09-11,Mymensingh,20,34,6.0,1.9
2020-09-11,Rajshahi,89,34,13.0,1.9
2020-09-11,Rangpur,36,34,15.0,1.9
2020-09-11,Sylhet,117,34,15.0,1.9
2020-09-12,Barisal,18,34,10.0,2.7
2020-09-12,Chittagong,182,34,8.0,2.7
2020-09-12,Dhaka,821,34,14.0,2.7
2020-09-12,Khulna,77,34,13.0,2.7
2020-09-12,Mymensingh,21,34,7.0,2.7
2020-09-12,Rajshahi,127,34,13.0,2.7
2020-09-12,Rangpur,74,34,9.0,2.7
2020-09-12,Sylhet,41,34,11.0,2.7
2020-09-13,Barisal,18,31,5.0,2.1
2020-09-13,Chittagong,206,31,7.0,2.1
2020-09-13,Dhaka,941,31,16.0,2.1
2020-09-13,Khulna,93,31,14.0,2.1
2020-09-13,Mymensingh,26,31,8.0,2.1
2020-09-13,Rajshahi,116,31,14.0,2.1
2020-09-13,Rangpur,33,31,14.0,2.1
2020-09-13,Sylhet,95,31,17.0,2.1
2020-09-14,Barisal,42,26,12.0,1.4
2020-09-14,Chittagong,197,26,7.0,1.4
2020-09-14,Dhaka,978,26,16.0,1.4
2020-09-14,Khulna,108,26,15.0,1.4
2020-09-14,Mymensingh,30,26,8.0,1.4
2020-09-14,Rajshahi,100,26,11.0,1.4
2020-09-14,Rangpur,39,26,12.0,1.4
2020-09-14,Sylhet,45,26,8.0,1.4
2020-09-15,Barisal,32,43,9.0,2.5
2020-09-15,Chittagong,186,43,7.0,2.5
2020-09-15,Dhaka,975,43,16.0,2.5
2020-09-15,Khulna,83,43,12.0,2.5
2020-09-15,Mymensingh,27,43,7.0,2.5
2020-09-15,Rajshahi,113,43,10.0,2.5
2020-09-15,Rangpur,29,43,12.0,2.5
2020-09-15,Sylhet,69,43,10.0,2.5
2020-09-16,Barisal,26,21,8.0,1.3
2020-09-16,Chittagong,134,21,6.0,1.3
2020-09-16,Dhaka,953,21,16.0,1.3
2020-09-16,Khulna,87,21,11.0,1.3
2020-09-16,Mymensingh,33,21,8.0,1.3
2020-09-16,Rajshahi,98,21,9.0,1.3
2020-09-16,Rangpur,39,21,12.0,1.3
2020-09-16,Sylhet,88,21,13.0,1.3
2020-09-17,Barisal,31,36,9.0,2.3
2020-09-17,Chittagong,127,36,6.0,2.3
2020-09-17,Dhaka,928,36,15.0,2.3
2020-09-17,Khulna,86,36,11.0,2.3
2020-09-17,Mymensingh,24,36,6.0,2.3
2020-09-17,Rajshahi,126,36,10.0,2.3
2020-09-17,Rangpur,101,36,12.0,2.3
2020-09-17,Sylhet,50,36,8.0,2.3
2020-09-18,Barisal,23,22,7.0,1.4
2020-09-18,Chittagong,149,22,6.0,1.4
2020-09-18,Dhaka,677,22,17.0,1.4
2020-09-18,Khulna,87,22,13.0,1.4
2020-09-18,Mymensingh,21,22,6.0,1.4
2020-09-18,Rajshahi,102,22,9.0,1.4
2020-09-18,Rangpur,53,22,18.0,1.4
2020-09-18,Sylhet,53,22,8.0,1.4
2020-09-19,Barisal,21,32,12.0,2.0
2020-09-19,Chittagong,111,32,6.0,2.0
2020-09-19,Dhaka,1006,32,19.0,2.0
2020-09-19,Khulna,62,32,10.0,2.0
2020-09-19,Mymensingh,19,32,6.0,2.0
2020-09-19,Rajshahi,160,32,11.0,2.0
2020-09-19,Rangpur,84,32,16.0,2.0
2020-09-19,Sylhet,23,32,6.0,2.0
2020-09-20,Barisal,29,26,9.0,1.7
2020-09-20,Chittagong,148,26,6.0,1.7
2020-09-20,Dhaka,958,26,17.0,1.7
2020-09-20,Khulna,62,26,10.0,1.7
2020-09-20,Mymensingh,35,26,13.0,1.7
2020-09-20,Rajshahi,81,26,8.0,1.7
2020-09-20,Rangpur,87,26,22.0,1.7
2020-09-20,Sylhet,56,26,10.0,1.7
2020-09-21,Barisal,33,40,11.0,2.3
2020-09-21,Chittagong,135,40,6.0,2.3
2020-09-21,Dhaka,790,40,14.0,2.3
2020-09-21,Khulna,78,40,12.0,2.3
2020-09-21,Mymensingh,20,40,5.0,2.3
2020-09-21,Rajshahi,98,40,9.0,2.3
2020-09-21,Rangpur,51,40,12.0,2.3
2020-09-21,Sylhet,47,40,7.0,2.3
2020-09-22,Barisal,22,28,9.0,1.8
2020-09-22,Chittagong,190,28,7.0,1.8
2020-09-22,Dhaka,877,28,15.0,1.8
2020-09-22,Khulna,71,28,12.0,1.8
2020-09-22,Mymensingh,38,28,9.0,1.8
2020-09-22,Rajshahi,138,28,10.0,1.8
2020-09-22,Rangpur,51,28,12.0,1.8
2020-09-22,Sylhet,46,28,8.0,1.8
2020-09-23,Barisal,32,37,12.0,2.2
2020-09-23,Chittagong,176,37,6.0,2.2
2020-09-23,Dhaka,958,37,17.0,2.2
2020-09-23,Khulna,60,37,11.0,2.2
2020-09-23,Mymensingh,23,37,6.0,2.2
2020-09-23,Rajshahi,129,37,9.0,2.2
2020-09-23,Rangpur,39,37,8.0,2.2
2020-09-23,Sylhet,29,37,6.0,2.2
2020-09-24,Barisal,19,28,9.0,1.8
2020-09-24,Chittagong,120,28,6.0,1.8
2020-09-24,Dhaka,989,28,17.0,1.8
2020-09-24,Khulna,58,28,9.0,1.8
2020-09-24,Mymensingh,16,28,5.0,1.8
2020-09-24,Rajshahi,57,28,6.0,1.8
2020-09-24,Rangpur,36,28,9.0,1.8
2020-09-24,Sylhet,39,28,8.0,1.8
2020-09-25,Barisal,25,21,11.0,1.5
2020-09-25,Chittagong,98,21,5.0,1.5
2020-09-25,Dhaka,609,21,15.0,1.5
2020-09-25,Khulna,59,21,12.0,1.5
2020-09-25,Mymensingh,19,21,7.0,1.5
2020-09-25,Rajshahi,108,21,7.0,1.5
2020-09-25,Rangpur,30,21,10.0,1.5
2020-09-25,Sylhet,21,21,4.0,1.5
2020-09-26,Barisal,7,36,5.0,3.3
2020-09-26,Chittagong,87,36,5.0,3.3
2020-09-26,Dhaka,787,36,15.0,3.3
2020-09-26,Khulna,40,36,11.0,3.3
2020-09-26,Mymensingh,14,36,6.0,3.3
2020-09-26,Rajshahi,103,36,9.0,3.3
2020-09-26,Rangpur,57,36,14.0,3.3
2020-09-26,Sylhet,35,36,8.0,3.3
2020-09-27,Barisal,26,32,11.0,2.5
2020-09-27,Chittagong,143,32,5.0,2.5
2020-09-27,Dhaka,901,32,17.0,2.5
2020-09-27,Khulna,56,32,12.0,2.5
2020-09-27,Mymensingh,26,32,8.0,2.5
2020-09-27,Rajshahi,62,32,10.0,2.5
2020-09-27,Rangpur,38,32,10.0,2.5
2020-09-27,Sylhet,33,32,6.0,2.5
2020-09-28,Barisal,34,32,12.0,2.3
2020-09-28,Chittagong,109,32,5.0,2.3
2020-09-28,Dhaka,917,32,17.0,2.3
2020-09-28,Khulna,75,32,13.0,2.3
2020-09-28,Mymensingh,31,32,10.0,2.3
2020-09-28,Rajshahi,73,32,8.0,2.3
2020-09-28,Rangpur,42,32,12.0,2.3
2020-09-28,Sylhet,65,32,11.0,2.3
2020-09-29,Barisal,30,26,11.0,1.7
2020-09-29,Chittagong,120,26,4.0,1.7
2020-09-29,Dhaka,812,26,16.0,1.7
2020-09-29,Khulna,53,26,10.0,1.7
2020-09-29,Mymensingh,25,26,9.0,1.7
2020-09-29,Rajshahi,80,26,6.0,1.7
2020-09-29,Rangpur,51,26,14.0,1.7
2020-09-29,Sylhet,40,26,8.0,1.7
2020-09-30,Barisal,19,32,7.0,2.2
2020-09-30,Chittagong,153,32,6.0,2.2
2020-09-30,Dhaka,941,32,17.0,2.2
2020-09-30,Khulna,57,32,11.0,2.2
2020-09-30,Mymensingh,47,32,14.0,2.2
2020-09-30,Rajshahi,78,32,7.0,2.2
2020-09-30,Rangpur,41,32,11.0,2.2
2020-09-30,Sylhet,29,32,5.0,2.2
2020-10-01,Barisal,24,21,10.0,1.4
2020-10-01,Chittagong,119,21,5.0,1.4
2020-10-01,Dhaka,950,21,16.0,1.4
2020-10-01,Khulna,42,21,8.0,1.4
2020-10-01,Mymensingh,17,21,6.0,1.4
2020-10-01,Rajshahi,51,21,7.0,1.4
2020-10-01,Rangpur,37,21,9.0,1.4
2020-10-01,Sylhet,24,21,4.0,1.4
2020-10-02,Barisal,23,33,11.0,2.4
2020-10-02,Chittagong,120,33,7.0,2.4
2020-10-02,Dhaka,579,33,19.0,2.4
2020-10-02,Khulna,50,33,10.0,2.4
2020-10-02,Mymensingh,16,33,6.0,2.4
2020-10-02,Rajshahi,55,33,6.0,2.4
2020-10-02,Rangpur,33,33,9.0,2.4
2020-10-02,Sylhet,29,33,6.0,2.4
2020-10-03,Barisal,11,20,7.0,1.7
2020-10-03,Chittagong,91,20,5.0,1.7
2020-10-03,Dhaka,894,20,17.0,1.7
2020-10-03,Khulna,27,20,11.0,1.7
2020-10-03,Mymensingh,19,20,9.0,1.7
2020-10-03,Rajshahi,51,20,6.0,1.7
2020-10-03,Rangpur,40,20,10.0,1.7
2020-10-03,Sylhet,21,20,4.0,1.7
2020-10-04,Barisal,34,23,16.0,2.0
2020-10-04,Chittagong,128,23,6.0,2.0
2020-10-04,Dhaka,926,23,18.0,2.0
2020-10-04,Khulna,51,23,11.0,2.0
2020-10-04,Mymensingh,13,23,5.0,2.0
2020-10-04,Rajshahi,62,23,11.0,2.0
2020-10-04,Rangpur,20,23,9.0,2.0
2020-10-04,Sylhet,42,23,8.0,2.0
2020-10-05,Barisal,29,27,11.0,1.9
2020-10-05,Chittagong,168,27,7.0,1.9
2020-10-05,Dhaka,960,27,16.0,1.9
2020-10-05,Khulna,58,27,9.0,1.9
2020-10-05,Mymensingh,19,27,8.0,1.9
2020-10-05,Rajshahi,74,27,11.0,1.9
2020-10-05,Rangpur,58,27,12.0,1.9
2020-10-05,Sylhet,39,27,6.0,1.9
2020-10-06,Barisal,16,30,8.0,2.0
2020-10-06,Chittagong,131,30,5.0,2.0
2020-10-06,Dhaka,914,30,17.0,2.0
2020-10-06,Khulna,72,30,12.0,2.0
2020-10-06,Mymensingh,19,30,6.0,2.0
2020-10-06,Rajshahi,128,30,11.0,2.0
2020-10-06,Rangpur,32,30,7.0,2.0
2020-10-06,Sylhet,33,30,7.0,2.0
2020-10-07,Barisal,26,35,11.0,2.3
2020-10-07,Chittagong,161,35,5.0,2.3
2020-10-07,Dhaka,873,35,15.0,2.3
2020-10-07,Khulna,45,35,10.0,2.3
2020-10-07,Mymensingh,18,35,5.0,2.3
2020-10-07,Rajshahi,48,35,8.0,2.3
2020-10-07,Rangpur,28,35,9.0,2.3
2020-10-07,Sylhet,39,35,5.0,2.3
2020-10-08,Barisal,34,20,11.0,1.4
2020-10-08,Chittagong,148,20,5.0,1.4
2020-10-08,Dhaka,877,20,15.0,1.4
2020-10-08,Khulna,60,20,12.0,1.4
2020-10-08,Mymensingh,7,20,3.0,1.4
2020-10-08,Rajshahi,33,20,8.0,1.4
2020-10-08,Rangpur,38,20,11.0,1.4
2020-10-08,Sylhet,51,20,8.0,1.4
2020-10-09,Barisal,23,17,9.0,1.3
2020-10-09,Chittagong,128,17,5.0,1.3
2020-10-09,Dhaka,640,17,16.0,1.3
2020-10-09,Khulna,46,17,9.0,1.3
2020-10-09,Mymensingh,14,17,5.0,1.3
2020-10-09,Rajshahi,39,17,5.0,1.3
2020-10-09,Rangpur,13,17,8.0,1.3
2020-10-09,Sylhet,30,17,6.0,1.3
2020-10-10,Barisal,9,23,5.0,1.9
2020-10-10,Chittagong,105,23,5.0,1.9
2020-10-10,Dhaka,804,23,17.0,1.9
2020-10-10,Khulna,26,23,10.0,1.9
2020-10-10,Mymensingh,23,23,9.0,1.9
2020-10-10,Rajshahi,50,23,5.0,1.9
2020-10-10,Rangpur,27,23,11.0,1.9
2020-10-10,Sylhet,27,23,5.0,1.9
2020-10-11,Barisal,26,24,9.0,2.0
2020-10-11,Chittagong,151,24,6.0,2.0
2020-10-11,Dhaka,850,24,16.0,2.0
2020-10-11,Khulna,35,24,9.0,2.0
2020-10-11,Mymensingh,11,24,5.0,2.0
2020-10-11,Rajshahi,32,24,6.0,2.0
2020-10-11,Rangpur,23,24,7.0,2.0
2020-10-11,Sylhet,27,24,5.0,2.0
2020-10-12,Barisal,33,31,13.0,2.1
2020-10-12,Chittagong,129,31,5.0,2.1
2020-10-12,Dhaka,983,31,16.0,2.1
2020-10-12,Khulna,43,31,7.0,2.1
2020-10-12,Mymensingh,18,31,7.0,2.1
2020-10-12,Rajshahi,37,31,5.0,2.1
2020-10-12,Rangpur,35,31,9.0,2.1
2020-10-12,Sylhet,26,31,3.0,2.1
2020-10-13,Barisal,23,22,9.0,1.4
2020-10-13,Chittagong,169,22,5.0,1.4
2020-10-13,Dhaka,971,22,16.0,1.4
2020-10-13,Khulna,54,22,8.0,1.4
2020-10-13,Mymensingh,18,22,6.0,1.4
2020-10-13,Rajshahi,57,22,5.0,1.4
2020-10-13,Rangpur,26,22,9.0,1.4
2020-10-13,Sylhet,42,22,7.0,1.4
2020-10-14,Barisal,25,16,10.0,1.0
2020-10-14,Chittagong,136,16,5.0,1.0
2020-10-14,Dhaka,1015,16,18.0,1.0
2020-10-14,Khulna,36,16,7.0,1.0
2020-10-14,Mymensingh,12,16,6.0,1.0
2020-10-14,Rajshahi,67,16,5.0,1.0
2020-10-14,Rangpur,50,16,17.0,1.0
2020-10-14,Sylhet,53,16,10.0,1.0
2020-10-15,Barisal,25,15,9.0,0.9
2020-10-15,Chittagong,147,15,5.0,0.9
2020-10-15,Dhaka,1161,15,15.0,0.9
2020-10-15,Khulna,45,15,10.0,0.9
2020-10-15,Mymensingh,19,15,6.0,0.9
2020-10-15,Rajshahi,39,15,3.0,0.9
2020-10-15,Rangpur,33,15,8.0,0.9
2020-10-15,Sylhet,41,15,6.0,0.9
2020-10-16,Barisal,27,15,11.0,1.0
2020-10-16,Chittagong,136,15,6.0,1.0
2020-10-16,Dhaka,660,15,16.0,1.0
2020-10-16,Khulna,56,15,10.0,1.0
2020-10-16,Mymensingh,5,15,2.0,1.0
2020-10-16,Rajshahi,40,15,4.0,1.0
2020-10-16,Rangpur,32,15,10.0,1.0
2020-10-16,Sylhet,30,15,5.0,1.0
2020-10-17,Barisal,11,23,7.0,1.9
2020-10-17,Chittagong,86,23,4.0,1.9
2020-10-17,Dhaka,1004,23,19.0,1.9
2020-10-17,Khulna,22,23,7.0,1.9
2020-10-17,Mymensingh,10,23,6.0,1.9
2020-10-17,Rajshahi,49,23,5.0,1.9
2020-10-17,Rangpur,22,23,13.0,1.9
2020-10-17,Sylhet,12,23,2.0,1.9
2020-10-18,Barisal,38,14,14.0,1.1
2020-10-18,Chittagong,197,14,6.0,1.1
2020-10-18,Dhaka,1015,14,15.0,1.1
2020-10-18,Khulna,48,14,10.0,1.1
2020-10-18,Mymensingh,8,14,3.0,1.1
2020-10-18,Rajshahi,59,14,4.0,1.1
